image_path,text_description,label
waste_dataset\paper\000294.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\metal\000054.jpg,old metal container waste material,metal
waste_dataset\glass\000352.jpg,empty glass bottle discarded waste,glass
waste_dataset\cardboard\000160.jpg,corrugated cardboard waste object found,cardboard
waste_dataset\metal\000264.jpg,aluminum or steel waste item found,metal
waste_dataset\metal\000339.jpg,steel or aluminum waste object,metal
waste_dataset\cardboard\000062.jpg,recycled cardboard box material waste,cardboard
waste_dataset\metal\000011.jpg,recycled metal can garbage item found,metal
waste_dataset\plastic\000133.jpg,plastic packaging thrown in trash bin,plastic
waste_dataset\trash\000328.jpg,general waste material discarded,trash
waste_dataset\metal\000205.jpg,metal container for recycling bin,metal
waste_dataset\paper\000105.jpg,torn paper piece in waste bin,paper
waste_dataset\trash\000335.jpg,mixed garbage non recyclable material,trash
waste_dataset\metal\000232.jpg,recycled metal can garbage item found,metal
waste_dataset\cardboard\000054.jpg,old cardboard packaging garbage item,cardboard
waste_dataset\paper\000305.jpg,white paper material discarded waste,paper
waste_dataset\glass\000077.jpg,glass container discarded as garbage,glass
waste_dataset\glass\000324.jpg,recycled glass waste object found,glass
waste_dataset\plastic\000263.jpg,plastic waste recycling object found,plastic
waste_dataset\paper\000180.jpg,torn paper piece in waste bin,paper
waste_dataset\paper\000150.jpg,a crumpled piece of paper waste,paper
waste_dataset\metal\000246.jpg,old metal container waste material,metal
waste_dataset\trash\000338.jpg,general trash item discarded,trash
waste_dataset\glass\000343.jpg,shattered glass piece in garbage bin,glass
waste_dataset\trash\000256.jpg,mixed waste garbage object found,trash
waste_dataset\trash\000151.jpg,mixed waste garbage object found,trash
waste_dataset\trash\000082.jpg,random waste item in trash bin,trash
waste_dataset\trash\000334.jpg,general waste material discarded,trash
waste_dataset\paper\000122.jpg,used newspaper or paper in trash bin,paper
waste_dataset\metal\000356.jpg,steel or aluminum waste object,metal
waste_dataset\metal\000357.jpg,used tin can discarded as waste,metal
waste_dataset\metal\000378.jpg,old metal container waste material,metal
waste_dataset\metal\000125.jpg,empty metal can thrown away,metal
waste_dataset\plastic\000172.jpg,used plastic container discarded waste,plastic
waste_dataset\cardboard\000399.jpg,corrugated cardboard waste object found,cardboard
waste_dataset\glass\000156.jpg,empty glass bottle discarded waste,glass
waste_dataset\metal\000110.jpg,empty metal can thrown away,metal
waste_dataset\glass\000276.jpg,recycled glass waste object found,glass
waste_dataset\glass\000003.jpg,broken glass item for recycling,glass
waste_dataset\cardboard\000293.jpg,empty cardboard box thrown away,cardboard
waste_dataset\plastic\000185.jpg,used plastic container discarded waste,plastic
waste_dataset\trash\000127.jpg,random waste item in trash bin,trash
waste_dataset\paper\000285.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\cardboard\000003.jpg,recycled cardboard box material waste,cardboard
waste_dataset\glass\000148.jpg,glass container discarded as garbage,glass
waste_dataset\plastic\000138.jpg,plastic bag found in garbage waste,plastic
waste_dataset\cardboard\000340.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\trash\000416.jpg,mixed waste garbage object found,trash
waste_dataset\metal\000087.jpg,recycled metal can garbage item found,metal
waste_dataset\cardboard\000266.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\cardboard\000377.jpg,old cardboard packaging garbage item,cardboard
waste_dataset\cardboard\000272.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\glass\000268.jpg,clear glass waste material in trash,glass
waste_dataset\paper\000379.jpg,white paper material discarded waste,paper
waste_dataset\cardboard\000245.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\paper\000288.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\glass\000048.jpg,empty glass bottle discarded waste,glass
waste_dataset\metal\000366.jpg,aluminum or steel waste item found,metal
waste_dataset\metal\000383.jpg,metal container for recycling bin,metal
waste_dataset\paper\000042.jpg,a crumpled piece of paper waste,paper
waste_dataset\trash\000016.jpg,general trash item discarded,trash
waste_dataset\plastic\000181.jpg,plastic bag found in garbage waste,plastic
waste_dataset\cardboard\000251.jpg,used cardboard carton for recycling,cardboard
waste_dataset\cardboard\000414.jpg,cardboard material discarded in bin,cardboard
waste_dataset\plastic\000030.jpg,plastic waste item for recycling,plastic
waste_dataset\plastic\000261.jpg,plastic waste item for recycling,plastic
waste_dataset\cardboard\000311.jpg,cardboard material discarded in bin,cardboard
waste_dataset\metal\000055.jpg,aluminum or steel waste item found,metal
waste_dataset\trash\000340.jpg,mixed garbage non recyclable material,trash
waste_dataset\cardboard\000016.jpg,empty cardboard box thrown away,cardboard
waste_dataset\glass\000293.jpg,empty glass bottle discarded waste,glass
waste_dataset\trash\000107.jpg,household garbage thrown away,trash
waste_dataset\metal\000143.jpg,metal container for recycling bin,metal
waste_dataset\trash\000021.jpg,mixed garbage non recyclable material,trash
waste_dataset\plastic\000307.jpg,used plastic container discarded waste,plastic
waste_dataset\cardboard\000364.jpg,recycled cardboard box material waste,cardboard
waste_dataset\paper\000151.jpg,torn paper piece in waste bin,paper
waste_dataset\cardboard\000183.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\metal\000147.jpg,steel or aluminum waste object,metal
waste_dataset\paper\000391.jpg,paper waste item found in garbage,paper
waste_dataset\metal\000415.jpg,empty metal can thrown away,metal
waste_dataset\metal\000352.jpg,a crushed metal can in trash,metal
waste_dataset\metal\000283.jpg,old metal container waste material,metal
waste_dataset\cardboard\000188.jpg,cardboard material discarded in bin,cardboard
waste_dataset\glass\000191.jpg,a glass bottle found in waste bin,glass
waste_dataset\trash\000226.jpg,general waste material discarded,trash
waste_dataset\glass\000186.jpg,empty glass bottle discarded waste,glass
waste_dataset\paper\000259.jpg,recycled paper material waste object,paper
waste_dataset\metal\000156.jpg,metal container for recycling bin,metal
waste_dataset\metal\000096.jpg,aluminum or steel waste item found,metal
waste_dataset\cardboard\000372.jpg,empty cardboard box thrown away,cardboard
waste_dataset\paper\000097.jpg,used newspaper or paper in trash bin,paper
waste_dataset\glass\000165.jpg,broken glass item for recycling,glass
waste_dataset\glass\000298.jpg,recycled glass waste object found,glass
waste_dataset\plastic\000175.jpg,plastic packaging thrown in trash bin,plastic
waste_dataset\glass\000259.jpg,recycled glass waste object found,glass
waste_dataset\trash\000413.jpg,random waste item in trash bin,trash
waste_dataset\cardboard\000137.jpg,used cardboard carton for recycling,cardboard
waste_dataset\glass\000200.jpg,recycled glass waste object found,glass
waste_dataset\cardboard\000335.jpg,old cardboard packaging garbage item,cardboard
waste_dataset\paper\000239.jpg,used newspaper or paper in trash bin,paper
waste_dataset\plastic\000131.jpg,empty plastic bottle waste object,plastic
waste_dataset\metal\000271.jpg,empty metal can thrown away,metal
waste_dataset\metal\000391.jpg,a crushed metal can in trash,metal
waste_dataset\plastic\000366.jpg,plastic waste item for recycling,plastic
waste_dataset\glass\000282.jpg,glass jar or bottle thrown away,glass
waste_dataset\metal\000201.jpg,steel or aluminum waste object,metal
waste_dataset\paper\000066.jpg,white paper material discarded waste,paper
waste_dataset\paper\000204.jpg,recycled paper material waste object,paper
waste_dataset\trash\000215.jpg,household garbage thrown away,trash
waste_dataset\metal\000274.jpg,a crushed metal can in trash,metal
waste_dataset\glass\000037.jpg,a glass bottle found in waste bin,glass
waste_dataset\paper\000118.jpg,paper waste item found in garbage,paper
waste_dataset\trash\000390.jpg,general waste material discarded,trash
waste_dataset\plastic\000187.jpg,plastic packaging thrown in trash bin,plastic
waste_dataset\metal\000266.jpg,recycled metal can garbage item found,metal
waste_dataset\plastic\000342.jpg,plastic waste item for recycling,plastic
waste_dataset\plastic\000333.jpg,plastic waste recycling object found,plastic
waste_dataset\plastic\000153.jpg,plastic packaging thrown in trash bin,plastic
waste_dataset\trash\000008.jpg,household garbage thrown away,trash
waste_dataset\paper\000031.jpg,white paper material discarded waste,paper
waste_dataset\metal\000358.jpg,old metal container waste material,metal
waste_dataset\trash\000015.jpg,mixed waste garbage object found,trash
waste_dataset\glass\000388.jpg,empty glass bottle discarded waste,glass
waste_dataset\metal\000229.jpg,a crushed metal can in trash,metal
waste_dataset\cardboard\000275.jpg,corrugated cardboard waste object found,cardboard
waste_dataset\trash\000217.jpg,household garbage thrown away,trash
waste_dataset\metal\000027.jpg,metal container for recycling bin,metal
waste_dataset\cardboard\000102.jpg,used cardboard carton for recycling,cardboard
waste_dataset\plastic\000385.jpg,used plastic container discarded waste,plastic
waste_dataset\cardboard\000108.jpg,recycled cardboard box material waste,cardboard
waste_dataset\trash\000407.jpg,general trash item discarded,trash
waste_dataset\paper\000242.jpg,torn paper piece in waste bin,paper
waste_dataset\paper\000120.jpg,a crumpled piece of paper waste,paper
waste_dataset\paper\000247.jpg,torn paper piece in waste bin,paper
waste_dataset\paper\000127.jpg,paper waste item found in garbage,paper
waste_dataset\plastic\000047.jpg,plastic packaging thrown in trash bin,plastic
waste_dataset\metal\000406.jpg,recycled metal can garbage item found,metal
waste_dataset\paper\000413.jpg,recycled paper material waste object,paper
waste_dataset\glass\000284.jpg,glass jar or bottle thrown away,glass
waste_dataset\cardboard\000073.jpg,empty cardboard box thrown away,cardboard
waste_dataset\plastic\000132.jpg,empty plastic bottle waste object,plastic
waste_dataset\trash\000321.jpg,mixed waste garbage object found,trash
waste_dataset\glass\000053.jpg,recycled glass waste object found,glass
waste_dataset\trash\000329.jpg,non recyclable waste object in bin,trash
waste_dataset\paper\000178.jpg,paper waste item found in garbage,paper
waste_dataset\metal\000333.jpg,a crushed metal can in trash,metal
waste_dataset\plastic\000349.jpg,plastic waste recycling object found,plastic
waste_dataset\paper\000227.jpg,white paper material discarded waste,paper
waste_dataset\cardboard\000406.jpg,corrugated cardboard waste object found,cardboard
waste_dataset\glass\000329.jpg,empty glass bottle discarded waste,glass
waste_dataset\paper\000380.jpg,white paper material discarded waste,paper
waste_dataset\paper\000381.jpg,white paper material discarded waste,paper
waste_dataset\paper\000063.jpg,old paper document thrown away,paper
waste_dataset\plastic\000100.jpg,discarded plastic material waste item,plastic
waste_dataset\glass\000315.jpg,shattered glass piece in garbage bin,glass
waste_dataset\glass\000378.jpg,glass jar or bottle thrown away,glass
waste_dataset\trash\000225.jpg,mixed garbage non recyclable material,trash
waste_dataset\trash\000120.jpg,mixed garbage non recyclable material,trash
waste_dataset\trash\000017.jpg,mixed garbage non recyclable material,trash
waste_dataset\paper\000192.jpg,paper waste item found in garbage,paper
waste_dataset\cardboard\000149.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\plastic\000256.jpg,a plastic bottle in garbage bin,plastic
waste_dataset\paper\000370.jpg,used newspaper or paper in trash bin,paper
waste_dataset\glass\000264.jpg,recycled glass waste object found,glass
waste_dataset\glass\000390.jpg,broken glass item for recycling,glass
waste_dataset\plastic\000088.jpg,a plastic bottle in garbage bin,plastic
waste_dataset\paper\000201.jpg,paper waste item found in garbage,paper
waste_dataset\plastic\000213.jpg,plastic bag found in garbage waste,plastic
waste_dataset\glass\000273.jpg,shattered glass piece in garbage bin,glass
waste_dataset\trash\000128.jpg,general waste material discarded,trash
waste_dataset\metal\000083.jpg,metal container for recycling bin,metal
waste_dataset\metal\000067.jpg,aluminum or steel waste item found,metal
waste_dataset\glass\000026.jpg,broken glass item for recycling,glass
waste_dataset\trash\000403.jpg,household garbage thrown away,trash
waste_dataset\plastic\000125.jpg,used plastic container discarded waste,plastic
waste_dataset\paper\000232.jpg,old paper document thrown away,paper
waste_dataset\cardboard\000168.jpg,empty cardboard box thrown away,cardboard
waste_dataset\glass\000302.jpg,shattered glass piece in garbage bin,glass
waste_dataset\paper\000338.jpg,white paper material discarded waste,paper
waste_dataset\cardboard\000027.jpg,used cardboard carton for recycling,cardboard
waste_dataset\paper\000103.jpg,torn paper piece in waste bin,paper
waste_dataset\paper\000282.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\metal\000159.jpg,aluminum or steel waste item found,metal
